docid,title,text,book,book_title,chapter_number,chapter_title
175,VEGETABLE RELISH ,"for this vegetable dish boil bulbs  [in] broth, oil, and wine; when done [add] liver of suckling pig  chicken livers and feet and small birds  cut in halves, all to be cooked with the bulbs. when done, crush pepper, lovage, moistened with broth, wine, raisin wine to sweeten it. add of the own liquor of the morsels, retire the onions, when done [group the morsels together in the service dish] bind [the sauce] with roux in the last moment [strain over the morsels] and serve.",IV,MISCELLANEA,V,APPETIZING DISHES.
176,STUFFED PUMPKIN FRITTERS ,"a dish of stuffed pumpkin  is made thus:  peel and cut the pumpkin lengthwise into oblong pieces which hollow out and put in a cool place. the dressing for the same make in this way: crush pepper, lovage and origany, moistened with broth; mince cooked brains and beat raw eggs and mix all together to form a paste; add broth as taste requires. stuff the above prepared pieces of pumpkin that have not been fully cooked with the dressing; fit two pieces together and close them tight [holding them by means of strings or skewers]. [now poach them and] take the cooked ones out and fry them . [the proper] wine sauce [for this dish] make thus: crush pepper, lovage moistened with wine, raisin wine to taste, a little oil, place in pan to be cooked; when done bind with roux. cover the fried pumpkin with this sauce, sprinkle with pepper and serve .",IV,MISCELLANEA,V,APPETIZING DISHES.
177,COMPÔTE OF EARLY FRUIT ,"clean hard-skinned early fruits  remove the seeds and keep them cold in a pan. crush pepper  dry mint, moistened with broth, adding honey, raisin wine, wine and vinegar; pour this over the fruit in the pan, adding a little oil. stew slowly on a weak fire, thicken [the juice] with roux [rice flour or other starch diluted with water] sprinkle with pepper  and serve .",IV,MISCELLANEA,V,APPETIZING DISHES.
178,JULIAN MEAL MUSH ,"julian pulses are cooked thus: soak well-cleaned spelt, put it on the fire; when cooked, add oil. if it threatens to become thick, carefully thin it down. take two cooked brains and half a pound of meat ground as for forcemeat, crush this with the brains and put in a pot. crush pepper, lovage and fennel seed, moistened with broth, a little wine and put it on top of the brain and meat. when this forcemeat is heated sufficiently, mix it with the spelt [finish boiling] transfer into service dish, thinned. this must have the consistency of a heavy juice .",V,LEGUMES,I,"PULSE, MEAL MUSH, PORRIDGE, ETC."
179,GRUEL AND WINE ,porridge and wine is thus made:  flavor the pulse well with wine  and immerse in the juice dainty morsels .,V,LEGUMES,I,"PULSE, MEAL MUSH, PORRIDGE, ETC."
180,SIMILAR ,"or flavor cooked spelt with the liquor of dainty pieces of pork, or capon  cooked in wine .",V,LEGUMES,I,"PULSE, MEAL MUSH, PORRIDGE, ETC."
181,MILK TOAST ,"put a pint of milk and some water on the fire in a new [clean] pot; break round bread into it  dry, stir well to prevent burning; add water as necessary .",V,LEGUMES,I,"PULSE, MEAL MUSH, PORRIDGE, ETC."
182,HONEY PAP ,"honey and mead are treated similarly, mixed with milk, with the addition of salt and a little oil.",V,LEGUMES,I,"PULSE, MEAL MUSH, PORRIDGE, ETC."
183,LENTILS AND COW-PARSNIPS ,"put the lentils in a clean sauce pan [and cook with salt]. in the mortar crush pepper, cumin, coriander seed, mint, rue, and flea-bane, moistened with vinegar, add honey and broth and reduced must, vinegar to taste and put this in a sauce pan. the cooked cow-parsnips crush, heat [mix with the lentils] when thoroughly cooked, tie, add green [fresh olive] oil and serve in an appropriate dish .",V,LEGUMES,II,LENTILS.
184,LENTILS AND CHESTNUTS ,"take a new sauce pan, place therein the chestnuts carefully cleaned  add water and a little soda and place on the fire to be cooked. this done, crush in the mortar pepper, cumin, coriander seed, mint, rue, laser root and flea-bane moistened with vinegar, honey and broth; add vinegar to taste and pour this over the cooked chestnuts, add oil and allow to boil. when done crush it in the mortar . taste to see if something is missing and if so, put it in, and at last add green [fresh virgin] oil.",V,LEGUMES,II,LENTILS.
185,PEAS ,"cook the peas, when skimmed, lay leeks, coriander and cumin on top. crush pepper, lovage, cumin, dill and green basilica, wine and broth to taste, make it boil; when done stir well, put in what perchance should be missing and serve .",V,LEGUMES,III,PEAS.
186,PEAS [supreme style] ,"cook the peas with oil and a piece of sow's belly  put in a sauce pan broth, leek heads [the lower white part] green coriander and put on the fire to be cooked. of tid-bits  cut little dice. similarly cook thrushes or other small [game] birds, or take sliced chicken and diced brain, properly cooked. further cook, in the available liquor or broth, lucanian sausage and bacon; cook leeks in water; crush a pint of toasted pignolia nuts; also crush pepper, lovage, origany and ginger, dilute with the broth of pork, tie  take a square baking dish suitable for turning over which oil well and line with caul  sprinkle [on the bottom] a layer of crushed nuts upon which put some peas, fully covering the bottom of the squash dish; on top of this arrange slices of the bacon  leeks and sliced lucanian sausage; again cover with a layer of peas and alternate all the rest of the available edibles in the manner described until the dish is filled, concluding at last with a layer of peas, utilizing everything. bake this dish in the oven, or put it into a slow fire [covering it with live coal] so that it may be baked thoroughly. [next make a sauce of the following] put yolks of hard boiled eggs in the mortar with white pepper, nuts, honey, white wine and a little broth; mix and put it into a sauce pan to be cooked; when [the sauce is] done, turn out the peas into a large [silver dish] and mask them with this sauce which is called white sauce .",V,LEGUMES,III,PEAS.
187,INDIAN PEAS ,"cook peas; when skimmed, put in the sauce pan finely chopped leeks and coriander to be cooked [with the peas]. take small cuttle fish, most desirable because of the black liquor and cook them also. add oil, broth and wine, a bunch of leek and [green] coriander and make it boil. when done, crush pepper, lovage, origany, a little wild cumin  moisten with the juice [of the peas] add wine and raisin wine to taste; mince the fish very fine, incorporate it with the peas, and sprinkle with pepper .",V,LEGUMES,III,PEAS.
188,ANOTHER WAY ,"cook the peas, work well [to make a purée] place in the cold, stirring until they have cooled off. finely chop onions and the whites of hard boiled eggs, season with salt and a little vinegar; the yolks press through a colander into an entrée dish, season with fresh oil and serve .",V,LEGUMES,III,PEAS.
189,PEAS OR BEANS À LA VITELLIUS ,"peas or beans with yolks are made thus:  cook the peas, smoothen  them; crush pepper, lovage, ginger, and on the condiments put hard boiled yolks, 3 ounces of honey, also broth, wine and vinegar; [mix and] place all in a sauce pan; the finely chopped condiments with oil added, put on the stove to be cooked; with this flavor the peas which must be smooth; and if they be too harsh [in taste] add honey and serve .",V,LEGUMES,III,PEAS.
190,ANOTHER WAY ,"when [the peas or beans are] skimmed mix broth, honey, must, cumin, rue, celery seed, oil and wine, stir . serve with crushed pepper and sausage .",V,LEGUMES,III,PEAS.
191,ANOTHER WAY ,"when [the peas or beans are] skimmed flavor them with crushed persian  laser, broth and must; pour a little oil over and serve.",V,LEGUMES,III,PEAS.
192,A TEMPTING DISH OF PEAS ,"this adroit, tempting dish of peas is prepared in this manner:  cook peas; brains or small birds, or boned thrushes, lucanian sausage, chicken livers and giblets--all of which are put in a sauce pan; broth, oil and a bunch of leeks, green coriander finely chopped, cook with the brains; crush pepper, lovage and broth .",V,LEGUMES,III,PEAS.
193,PEAS À LA VITELLIUS ,"peas or beans in the style of vitellius prepare thus:  [the peas or beans] are cooked, when carefully skimmed, add leeks, coriander and mallow flowers : when done, crush pepper, lovage, origany, and fennel seed moistened with broth [and put it] into a sauce pan with wine , adding oil, heat thoroughly and when boiling stir well; put green oil on top and serve.",V,LEGUMES,III,PEAS.
194,BEANS IN THE POD ,"cook the beans ; meanwhile crush pepper, lovage, cumin, green coriander, moistened with broth and wine, and add [more] broth to taste, put into the sauce pan [with the beans] adding oil; heat on a slow fire and serve.",V,LEGUMES,IV,BEANS OR PEAS IN THE POD.
195,PEAS IN THE POD APICIAN STYLE ,"for peas in the pod  apician style take:  a clean earthen pot in which to cook the peas; to the peas add finely cut lucanian sausage, little pork cakes , pieces of meat  and pork shoulder . crush pepper, lovage, origany, dill, dry onions  green coriander moistened with broth, wine, and add [more] broth to taste; unite this with the peas in the earthen pot to which add oil in sufficient quantity to be absorbed by the peas; finish on a slow fire to give it live heat and serve.",V,LEGUMES,IV,BEANS OR PEAS IN THE POD.
196,SIMPLE DISH OF PEAS IN THE POD ,"cook the peas [in the pods] when skimmed add a bunch  of leeks and green coriander. while being cooked crush pepper, lovage, origany, and [the above] bunch [of herbs]  moisten with its own juice, wine  enough to suit your taste, then add oil and finish on a slow fire .",V,LEGUMES,IV,BEANS OR PEAS IN THE POD.
197,PEAS IN THE POD À LA COMMODUS ,"make peas commodian style thus:  cook the peas, when skimmed, crush pepper, lovage, dill, shallots moistened with broth; add wine and broth to taste: stir in a sauce pan [with the peas] to combine; for each sextarius of peas beat 4 eggs, and combine them with the peas, place on the fire to thicken [avoiding ebullition] and serve.",V,LEGUMES,IV,BEANS OR PEAS IN THE POD.
198,ANOTHER STYLE ,"cut [raw] chicken into small pieces, add broth, oil and wine, and stew it. chop onions and coriander fine and add brains [calf's or pork, parboiled] the skin and nerves removed, to the chicken. when this is cooked take [the chicken] out and bone it. the peas cook separately, without seasoning, only using chopped onions and coriander and the broth of the chicken; strain [part of] the peas and arrange them alternately [in a dish with the pieces of chicken, brains and the unstrained peas] then crush pepper and cumin, moistened with chicken broth. in the mortar beat 2 eggs with broth to taste, pour this over the chicken and peas, finish on a slow fire , dish out on a heap of peas, garnish with pine nuts and serve.",V,LEGUMES,IV,BEANS OR PEAS IN THE POD.
199,STUFFED CHICKEN OR SUCKLING PIG ,"bone [either] chicken [or suckling pig] from the chicken remove the breast bone and the [upper joint bones of the] legs; hold it together by means of wooden skewers, and meanwhile  prepare [the following dressing in this manner]: alternate [inside of the chicken or pig] peas with the pods [washed and cooked], brains, lucanian sausage, etc. now crush pepper, lovage, origany and ginger, moistened with broth, raisin wine and wine to taste, make it boil, when done, use it moderately for seasoning and alternately with the other dressing; wrap [the chicken, or pig] in caul, place it in a baking dish and put it in the oven to be cooked slowly, and serve.",V,LEGUMES,IV,BEANS OR PEAS IN THE POD.
200,BARLEY BROTH ,"crush well washed barley, soaked the day before, place on the fire to be cooked. when hot add plenty oil, a small bunch of dill, dry onion, satury and colocasium, to be cooked together because this gives a better juice; add green coriander and a little salt; bring it to a boiling point. when well heated take out the bunch [dill] and transfer the barley into another vessel to avoid burning on the bottom of the pot; thin it out [with water, broth, milk] and strain into a pot, covering the tips of the colocasia . next crush pepper, lovage, a little dry flea-bane, cumin and sylphium, stir well, add vinegar, reduced must and broth; put it back in the pot; the remaining colocasia finish on a gentle fire.",V,LEGUMES,V,BARLEY BROTH.
201,ANOTHER GRUEL ,"soak chick-peas, lentils and peas, crush barley and cook with the legumes, when well cooked add plenty of oil. now cut greens, leeks, coriander, dill, fennel, beets, mallows, cabbage strunks, all soft and green and very finely cut, and put in a pot. the cabbage cook [separately; also] crush fennel seed, plenty of it, origany, silphium, and lovage, and when ground, add broth to taste, pour this over the porridge, stir, and use some finely chopped cabbage stems to sprinkle on top.",V,LEGUMES,V,BARLEY BROTH.
202,GREEN BEANS ,"green beans are cooked in broth, with oil, green coriander, cumin and chopped leeks, and served.",V,LEGUMES,VI,"GREEN BEANS, BAIÆAN BEANS."
203,BEANS SAUTÉ ,fried beans are served in broth.,V,LEGUMES,VI,"GREEN BEANS, BAIÆAN BEANS."
204,MUSTARD BEANS ,"[the beans previously cooked are seasoned with] crushed mustard seed, honey, nuts, rue, cumin, and served with vinegar.",V,LEGUMES,VI,"GREEN BEANS, BAIÆAN BEANS."
205,BAIÆAN BEANS ,"cooked beans from baiæ are cut fine [and finished with] rue, green celery, leeks, vinegar  a little must or raisin wine and served .",V,LEGUMES,VI,"GREEN BEANS, BAIÆAN BEANS."
206,THE HERB FENUGREEK ,"fenugreek [is prepared] in broth, oil and wine.",V,LEGUMES,VII,FENUGREEK.
207,GREEN STRING BEANS AND CHICK-PEAS ,"are served with salt, cumin, oil, and a little pure wine.",V,LEGUMES,VIII,GREEN STRING BEANS AND CHICK-PEAS.
208,ANOTHER WAY ,[beans or chick-peas] are cooked in a wine sauce and seasoned with pepper .,V,LEGUMES,VIII,GREEN STRING BEANS AND CHICK-PEAS.
209,"BOILED, SUMPTUOUSLY ","and cook the beans, in a rich manner, remove the seeds and serve [as a salad ], with hard eggs, green fennel, pepper, broth, a little reduced wine and a little salt, or serve them in simpler ways, as you may see fit.",V,LEGUMES,VIII,GREEN STRING BEANS AND CHICK-PEAS.
210,BOILED OSTRICH ,"[a stock in which to cook ostrich] pepper, mint, cumin, leeks , celery seed, dates, honey, vinegar, raisin wine, broth, a little oil. boil this in the stock kettle [with the ostrich, remove the bird when done, strain the liquid] thicken with roux. [to this sauce] add the ostrich meat cut in convenient pieces, sprinkle with pepper. if you wish it more seasoned or tasty, add garlic [during coction].",VI,FOWL,I,OSTRICH.
211,ANOTHER OSTRICH STEW ,"pepper, lovage, thyme, also satury, honey, mustard, vinegar, broth and oil.",VI,FOWL,I,OSTRICH.
212,CRANE OR DUCK ,"wash [the fowl] and dress it nicely  put in a stew pot, add water, salt and dill, parboil  so as to have them half done, until the meat is hard, remove them, put them in a sauce pan [to be finished by braising] with oil, broth, a bunch of origany and coriander; when nearly done, add a little reduced must, to give it color. meanwhile crush pepper, lovage, cumin, coriander, laser root, rue [moistened with] reduced wine and some honey, add some of the fowl broth  to it and vinegar to taste; empty [the sauce] into a sauce pan, heat, bind with roux, and [strain] the sauce over the fowl in an entrée dish.",VI,FOWL,II,"CRANE OR DUCK, PARTRIDGE, DOVES, WOOD PIGEON, SQUAB."
213,"ANOTHER WAY OF COOKING CRANE, DUCK OR CHICKEN ","pepper, shallots, lovage, cumin, celery seed, prunes or damascus plums stones removed, fresh must, vinegar  broth, reduced must and oil. boil the crane; while cooking it take care that its head is not touched by the water but that it remains without. when the crane is done, wrap it in a hot towel, and pull the head off so that the sinews follow in a manner that the meat and the bones remain; for one cannot enjoy the hard sinews .",VI,FOWL,II,"CRANE OR DUCK, PARTRIDGE, DOVES, WOOD PIGEON, SQUAB."
214,CRANE OR DUCK WITH TURNIPS ,"take out [remove entrails, ] clean wash and dress [the bird] and parboil  it in water with salt and dill. next prepare turnips and cook them in water which is to be squeezed out . take them out of the pot and wash them again . and put into a sauce pan the duck with oil, broth, a bunch of leeks and coriander; the turnips cut into small pieces; these put on top of the [duck] in order to finish cooking. when half done, to give it color, add reduced must. the sauce is prepared separately: pepper, cumin, coriander, laser root moistened with vinegar and diluted with its own broth [of the fowl]; bring this to a boiling point, thicken with roux. [in a deep dish arrange the duck] on top of the turnips [strain the sauce over it] sprinkle with pepper and serve.",VI,FOWL,II,"CRANE OR DUCK, PARTRIDGE, DOVES, WOOD PIGEON, SQUAB."
215,ANOTHER [SAUCE FOR] CRANE OR DUCK ,"pepper, lovage, cumin, dry coriander, mint, origany, pine nuts, dates, broth, oil, honey, mustard and wine .",VI,FOWL,II,"CRANE OR DUCK, PARTRIDGE, DOVES, WOOD PIGEON, SQUAB."
216,ROAST CRANE OR DUCK ,"pour over [the roast bird] this gravy: crush pepper, lovage, origany with broth, honey, a little vinegar and oil; boil it well, thicken with roux [strain] in this sauce place small pieces of parboiled pumpkin or colocasium  so that they are finished in the sauce; also cook with it chicken feet and giblets (all of which) serve in a chafing dish, sprinkle with fine pepper and serve.",VI,FOWL,II,"CRANE OR DUCK, PARTRIDGE, DOVES, WOOD PIGEON, SQUAB."
217,BOILED CRANE OR DUCK IN ANOTHER MANNER ,"pepper, lovage, celery seed, rocket, or coriander, mint, dates, honey, vinegar, broth, reduced must and mustard. likewise used for fowl roast [braised] in the pot.",VI,FOWL,II,"CRANE OR DUCK, PARTRIDGE, DOVES, WOOD PIGEON, SQUAB."
218,PARTRIDGE ,"pepper, lovage, celery seed, mint, myrtle berries, also raisins, honey  wine, vinegar, broth, and oil. use it cold  the partridge is scalded with its feathers, and while wet the feathers are taken off; [the hair singed] it is then cooked in its own juice [braised] and when done will not be hard if care is taken [to baste it]. should it remain hard [if it is old] you must continue to cook it until it is tender.",VI,FOWL,III,THRUSH.
219,"[SAUCE] FOR PARTRIDGE, HEATH-COCK AND TURTLE-DOVE ","pepper, lovage, mint, rue seed, broth, pure wine, and oil, heated.",VI,FOWL,III,THRUSH.
220,"FOR ROASTS: PEPPER, LOVAGE, CORIANDER, CARRAWAY, ",,VI,FOWL,IV,FIGPECKER [2].
221,ANOTHER [sauce] FOR BOILED [birds] ,"to the boiled fowl add  pepper, carraway, celery seed, parsley, condiments, mortaria  dates, honey, vinegar, wine, oil and mustard.",VI,FOWL,IV,FIGPECKER [2].
222,ANOTHER [sauce] ,"pepper, lovage, parsley, celery seed, rue, pine nuts, dates, honey, vinegar, broth, mustard and a little oil.",VI,FOWL,IV,FIGPECKER [2].
223,ANOTHER [sauce] ,"pepper, lovage, laser, wine  moistened with broth. add wine and broth to taste. mask the wood pigeon or squab with it. sprinkle with pepper  and serve.",VI,FOWL,IV,FIGPECKER [2].
224,SAUCE FOR DIFFERENT BIRDS ,"pepper, dry cumin, crushed. lovage, mint, seedless raisins or damascus plums, little honey, myrtle wine to taste, vinegar, broth, and oil. heat and whip it well with celery and satury .",VI,FOWL,V,PEACOCK [2].
225,ANOTHER SAUCE FOR FOWL ,"pepper, lovage, parsley, dry mint, fennel blossoms  moistened with wine; add roasted nuts from pontus  or almonds, a little honey, wine, vinegar, and broth to taste. put oil in a pot, and heat and stir the sauce, adding green celery seed, cat-mint; carve the fowl and cover with the sauce .",VI,FOWL,V,PEACOCK [2].
226,WHITE SAUCE FOR BOILED FOWL ,"pepper, lovage, cumin, celery seed, toasted nuts from pontus, or almonds, also shelled pine nuts, honey  a little broth, vinegar and oil.",VI,FOWL,V,PEACOCK [2].
227,GREEN SAUCE FOR FOWL ,"pepper, carraway, indian spikenard, cumin, bay leaves, all kinds of green herbs, dates, honey, vinegar, wine, little broth, and oil.",VI,FOWL,V,PEACOCK [2].
228,WHITE SAUCE FOR BOILED GOOSE ,"pepper, carraway, cumin, celery seed, thyme, onion, laser root, toasted nuts, honey, vinegar, broth and oil",VI,FOWL,V,PEACOCK [2].
229,TREATMENT OF STRONG SMELLING BIRDS OF EVERY DESCRIPTION ,"for birds of all kinds that have a goatish  smell  pepper, lovage, thyme, dry mint, sage, dates, honey, vinegar, wine, broth, oil, reduced must, mustard. the birds will be more luscious and nutritious, and the fat preserved, if you envelop them in a dough of flour and oil and bake them in the oven .",VI,FOWL,V,PEACOCK [2].
230,ANOTHER TREATMENT OF ODOR ,"[if the birds smell, ] stuff the inside with crushed fresh olives, sew up [the aperture] and thus cook, then retire the cooked olives.",VI,FOWL,V,PEACOCK [2].
231,FOR FLAMINGO [and Parrot] ,"scald  the flamingo, wash and dress it, put it in a pot, add water, salt, dill, and a little vinegar, to be parboiled. finish cooking with a bunch of leeks and coriander, and add some reduced must to give it color. in the mortar crush pepper, cumin, coriander, laser root, mint, rue, moisten with vinegar, add dates, and the fond of the braised bird, thicken, [strain] cover the bird with the sauce and serve. parrot is prepared in the same manner.",VI,FOWL,VI,PHEASANT [2].
232,ANOTHER WAY ,"roast the bird. crush pepper, lovage, celery seed, sesam  parsley, mint, shallots, dates, honey, wine, broth, vinegar, oil, reduced must to taste.",VI,FOWL,VI,PHEASANT [2].
233,TO PREVENT BIRDS FROM SPOILING ,scalded with the feathers birds will not always be juicy; it is better to first empty them through the neck and steam them suspended over a kettle with water .,VI,FOWL,VII,GOOSE.
234,BOILED GOOSE WITH COLD APICIAN SAUCE ,"crush pepper, lovage, coriander seed  mint, rue, moisten with broth and a moderate amount of oil. take the cooked goose out of the pot and while hot wipe it clean with a towel, pour the sauce over it and serve.",VI,FOWL,VIII,CHICKEN.
235,RAW SAUCE FOR BOILED CHICKEN ,"put in the mortar dill seed, dry mint, laser root, moisten with vinegar, fig wine, broth, a little mustard, oil and reduced must, and serve  [known as] dill chicken .",VI,FOWL,IX,
236,ANOTHER CHICKEN ,"a little honey is mixed with broth; the cooked [parboiled] chicken is cleaned [skin taken off, sinews, etc., removed] the carcass dried with a towel, quartered, the pieces immersed in broth  so that the savour penetrates thoroughly. fry the pieces [in the pan] pour over their own gravy, sprinkle with pepper, serve.",VI,FOWL,IX,
237,CHICKEN PARTHIAN STYLE ,"dress the chicken carefully  and quarter it. crush pepper, lovage and a little carraway  moistened with broth, and add wine to taste. [after frying] place the chicken in an earthen dish  pour the seasoning over it, add laser and wine  let it assimilate with the seasoning and braise the chicken to a point. when done sprinkle with pepper and serve.",VI,FOWL,IX,
238,CHICKEN SOUR ,"a good-sized glass of oil, a smaller glass of broth, and the smallest measure of vinegar, 6 scruples of pepper, parsley and a bunch of leeks.",VI,FOWL,IX,
239,GUINEA HEN ,"prepare  the chicken [as usual; par-] boil it; clean it  seasoned with laser and pepper, and fry [in the pan; next] crush pepper, cumin, coriander seed, laser root, rue, fig dates and nuts, moistened with vinegar, honey, broth and oil to taste  when boiling thicken with roux [strain] pour over the chicken, sprinkle with pepper and serve.",VI,FOWL,IX,
240,CHICKEN WITH LASER ,"dress the chicken carefully  clean, garnish  and place in an earthen casserole. crush pepper, lovage, laser moistened with wine  add broth and wine to taste, and put this on the fire; when done serve with pepper sprinkled over.",VI,FOWL,IX,
241,ROAST CHICKEN ,"a little laser, 6 scruples of pepper, a glass of oil, a glass of broth, and a little parsley.",VI,FOWL,IX,
242,BOILED CHICKEN IN ITS OWN BROTH ,"crush pepper, cumin, a little thyme, fennel seed, mint, rue, laser root, moistened with vinegar, add fig dates  work well and make it savory with honey, vinegar, broth and oil to taste: the boiled chicken properly cleaned and dried [with the towel] is masked with this sauce .",VI,FOWL,IX,
243,CHICKEN AND PUMPKIN ,"to the above described dressing add mustard, pour over  and serve.",VI,FOWL,IX,
244,CHICKEN AND DASHEENS ,"the above sauce is also used for this dish. stuff the chicken with [peeled] dasheens and [stoned] green olives, though not too much so that the dressing may have room for expansion, to prevent bursting while the chicken is being cooked in the pot. hold it down with a small basket, lift it up frequently  and handle carefully so that the chicken does not burst .",VI,FOWL,IX,
245,CHICKEN À LA VARUS ,"cook the chicken in this stock: broth, oil, wine, a bunch of leeks, coriander, satury; when done, crush pepper, nuts with 2 glasses of water  and the juice of the chicken. retire the bunches of greens, add milk to taste. the things crushed in the mortar add to the chicken and cook it together: thicken the sauce with beaten whites of egg  and pour the sauce over the chicken. this is called ""white sauce.""",VI,FOWL,IX,
246,CHICKEN À LA FRONTO ,"a half-cooked chicken marinaded in a pickle of broth, mixed with oil, to which is added a bunch of dill, leeks, satury and green coriander. finish it in this broth. when done, take the chicken out  dress it nicely on a dish, pour over the [sauce, colored with] reduced must, sprinkle with pepper and serve.",VI,FOWL,IX,
247,CREAMED CHICKEN WITH PASTE ,"cook the chicken [as follows, in] broth, oil, with wine added, to which add a bunch of coriander and [green] onions. when done take it out  [strain and save] the broth, and put it in a new sauce pan, add milk and a little salt, honey and a pint  of water, that is, a third part: place it back on a slow fire to simmer. finally break [the paste, ] put it little by little into [the boiling broth] stirring well so it will not burn. put the chicken in, either whole or in pieces  dish it out in a deep dish. this cover with the following sauce  pepper, lovage, origany, moistened with honey and a little reduced must. add some of the [chicken] broth, heat in a small sauce pan and when it boils thicken with roux  and serve.",VI,FOWL,IX,
248,STUFFED CHICKEN [OR PIG] ,"empty the chicken through the aperture of the neck so that none of the entrails remain. crush pepper, lovage, ginger, cut meat  cooked spelt, besides crush brains cooked in the [chicken] broth, break eggs and mix all together in order to make a solid dressing; add broth to taste and a little oil, whole pepper, plenty of nuts. with this dressing stuff either a chicken or a suckling pig, leaving enough room for expansion .",VI,FOWL,IX,
249,STUFFED CAPON LIKEWISE ,the capon is stuffed in a similar way but is cooked with all the bones removed .,VI,FOWL,IX,
250,CHICKEN AND CREAM SAUCE ,"take a chicken and prepare it as above. empty it through the aperture of the neck so that none of the entrails remain. take [a little] water  and plenty of spanish oil, stir, cook together until all moisture is evaporated  when this is done take the chicken out, so that the greatest possible amount of oil remains behind  sprinkle with pepper and serve .",VI,FOWL,IX,
251,SPAYED SOW'S WOMB ,"sterile sow's womb (also udder and belly) is prepared in this manner: take  laser from cyrene or parthia, vinegar and broth.",VII,SUMPTUOUS DISHES,I,"SOW'S WOMB, CRACKLINGS, BACON, TENDERLOIN, TAILS."
252,ANOTHER WAY ,"take pepper, celery seed, dry mint, laser root, honey, vinegar and broth.",VII,SUMPTUOUS DISHES,I,"SOW'S WOMB, CRACKLINGS, BACON, TENDERLOIN, TAILS."
253,SPAYED SOW'S WOMB ,"with pepper, broth and parthian laser.",VII,SUMPTUOUS DISHES,I,"SOW'S WOMB, CRACKLINGS, BACON, TENDERLOIN, TAILS."
254,ANOTHER WAY ,"with pepper, lovage  and broth and a little condiment.",VII,SUMPTUOUS DISHES,I,"SOW'S WOMB, CRACKLINGS, BACON, TENDERLOIN, TAILS."
255,"CRACKLINGS, PORK SKIN, TENDERLOIN, TAILS AND FEET ","serve with pepper, broth and laser (which the greeks call ""silphion"") .",VII,SUMPTUOUS DISHES,I,"SOW'S WOMB, CRACKLINGS, BACON, TENDERLOIN, TAILS."
256,GRILLED SOW'S WOMB ,"envelope in bran, afterwards  put in brine and then cook it.",VII,SUMPTUOUS DISHES,I,"SOW'S WOMB, CRACKLINGS, BACON, TENDERLOIN, TAILS."
257,SOW'S BELLY ,"sow's udder or belly with the paps on it is prepared in this manner  the belly boil, tie it together with reeds, sprinkle with salt and place it in the oven, or, start roasting on the gridiron. crush pepper, lovage, with broth, pure wine, adding raisin wine to taste, thicken [the sauce] with roux and pour it over the roast.",VII,SUMPTUOUS DISHES,II,SOW'S BELLY.
258,STUFFED SOW'S BELLY ,"full  sow's belly is stuffed with  crushed pepper, carraway, salt mussels; sew the belly tight and roast. enjoy this with a brine sauce and mustard.",VII,SUMPTUOUS DISHES,II,SOW'S BELLY.
259,WINE SAUCE FOR FIG-FED PORK ,"fig-fed pork liver (that is, liver crammed with figs) is prepared in a wine sauce with  pepper, thyme, lovage, broth, a little wine and oil .",VII,SUMPTUOUS DISHES,III,FIG-FED PORK.
260,ANOTHER WAY ,"trim [the liver] marinate in broth, with pepper, lovage, two laurel berries, wrap in caul, grill on the gridiron and serve.",VII,SUMPTUOUS DISHES,III,FIG-FED PORK.
261,OSTIAN MEAT BALLS ,"prepare the meat in this manner  clean the meat [of bones, sinews, etc.] scrape it as thin as a skin [and shape it]. crush pepper, lovage, cumin, carraway, silphium, one laurel berry, moistened with broth; in a square dish place the meat balls and the spices where they remain in pickling for two or three days, covered crosswise with twigs. then place them in the oven [to be roasted], when done take the finished meat balls out. crush pepper, lovage, with the broth, add a little raisin wine to sweeten. cook it, thicken with roux, immerse the balls in the sauce and serve.",VII,SUMPTUOUS DISHES,IV,"TID-BITS, CHOPS, STEAKS."
262,APICIAN ROULADES ,"bone the meat for the [roulades--a pork loin, roll it, tie it] oven, shape round, cover with or wrap in rushes. [roast] when done, retire, allow to drip and dry on the gridiron but so that the meat does not harden. crush pepper, lovage, rush , cumin, adding broth and raisin wine to taste. place the roulades with this sauce together in a sauce pan [finish by braising] when done, retire the roulades and dry them. serve without the gravy sprinkled with pepper. if too fat remove the outer skin .",VII,SUMPTUOUS DISHES,IV,"TID-BITS, CHOPS, STEAKS."
263,"PORK CUTLETS, HUNTER STYLE ","in the same manner you can make tidbits of sow's belly  pork chops prepared in a manner to resemble wild boar are  pickled in oil and broth and placed in spices. when the cutlets are done [marinated] the pickle is placed on the fire and boiled; the cutlets are put back into this gravy and are finished with crushed pepper, spices, honey, broth, and roux. when this is done serve the cutlets without the broth and oil, sprinkled with pepper.",VII,SUMPTUOUS DISHES,IV,"TID-BITS, CHOPS, STEAKS."
264,TIDBITS ANOTHER WAY ,"the balls or cutlets are  properly fried in the pan, nearly done. [next prepare the following] one whole  glass broth, a glass of water, a glass of vinegar and a glass of oil, properly mixed; put this in an earthen baking dish [immerse meat pieces] finish on the fire and serve.",VII,SUMPTUOUS DISHES,IV,"TID-BITS, CHOPS, STEAKS."
265,TIDBITS IN ANOTHER STYLE ,"also fry the cutlets this way:  in a pan with plenty of wine sauce, sprinkle with pepper and serve. [another way]  the cutlets previously salt and pickled in a broth of cumin, are properly fried .",VII,SUMPTUOUS DISHES,IV,"TID-BITS, CHOPS, STEAKS."
